,id,yr,cst_n,cst,mag,pty_n,pty,can,vot1,pev1,pv1,pvs1,press_county
111,622,1847,cambridge,53,2,Liberal Party (Original),63,liberals candidate 2,-990,1834,1538,0.7678482532501221,cambridge
112,622,1847,cambridge,53,2,Liberal Party (Original),63,liberals candidate 1,-990,1834,1538,0.7678482532501221,cambridge
113,622,1847,cambridge university,54,2,Conservative,27,conservatives candidate 3,-990,3800,3822,0.8163177967071533,cambridge university
114,622,1847,cambridge university,54,2,Conservative,27,conservatives candidate 2,-990,3800,3822,0.8163177967071533,cambridge university
115,622,1847,cambridge university,54,2,Conservative,27,conservatives candidate 1,-990,3800,3822,0.8163177967071533,cambridge university
116,622,1847,cambridge university,54,2,Liberal Party (Original),63,-990,-990,3800,860,0.1836821883916855,cambridge university
117,622,1847,cambridgeshire,55,3,Liberal Party (Original),63,-992,-992,7175,-992,-992.0,cambridgeshire
118,622,1847,cambridgeshire,55,3,Conservative,27,conservatives candidate 2,-992,7175,-992,-992.0,cambridgeshire
119,622,1847,cambridgeshire,55,3,Conservative,27,conservatives candidate 1,-992,7175,-992,-992.0,cambridgeshire
120,622,1847,canterbury,56,2,Conservative,27,conservatives candidate 3,-990,2010,2066,0.7188587188720703,kent
121,622,1847,canterbury,56,2,Liberal Party (Original),63,-990,-990,2010,808,0.2811412811279297,kent
122,622,1847,canterbury,56,2,Conservative,27,conservatives candidate 1,-990,2010,2066,0.7188587188720703,kent
123,622,1847,canterbury,56,2,Conservative,27,conservatives candidate 2,-990,2010,2066,0.7188587188720703,kent
124,622,1847,cardiff district of boroughs,57,1,Conservative,27,-992,-992,797,-992,-992.0,cardiff district of boroughs
125,622,1847,cardigan district of boroughs,58,1,Liberal Party (Original),63,-992,-992,761,-992,-992.0,cardigan district of boroughs
126,622,1847,cardiganshire,59,1,Conservative,27,-992,-992,2278,-992,-992.0,cardiganshire
127,622,1847,carlisle,60,2,Conservative,27,-990,-990,1054,471,0.3388489186763763,cumberland
128,622,1847,carlisle,60,2,Liberal Party (Original),63,liberals candidate 1,-990,1054,919,0.6611510515213013,cumberland
129,622,1847,carlisle,60,2,Liberal Party (Original),63,liberals candidate 2,-990,1054,919,0.6611510515213013,cumberland
130,622,1847,carlow county,61,2,Conservative,27,conservatives candidate 2,-992,1246,-992,-992.0,carlow county
131,622,1847,carlow county,61,2,Conservative,27,conservatives candidate 1,-992,1246,-992,-992.0,carlow county
132,622,1847,carmarthen district of boroughs,62,1,Liberal Party (Original),63,-992,-992,991,-992,-992.0,carmarthen district of boroughs
133,622,1847,carmarthenshire,63,2,Conservative,27,conservatives candidate 2,-992,5261,-992,-992.0,carmarthenshire
134,622,1847,carmarthenshire,63,2,Conservative,27,conservatives candidate 1,-992,5261,-992,-992.0,carmarthenshire
135,622,1847,carow,64,1,Liberal Party (Original),63,liberals candidate 1,-990,278,265,1.0,carow
136,622,1847,carow,64,1,Liberal Party (Original),63,liberals candidate 2,-990,278,265,1.0,carow
137,622,1847,carrickfergus,65,1,Conservative,27,-992,-992,1024,-992,-992.0,carrickfergus
138,622,1847,cashel,66,1,Repealers,114,-992,-992,277,-992,-992.0,cashel
139,622,1847,cavan county,67,2,Peelites,101,-992,-992,2248,-992,-992.0,cavan county
140,622,1847,cavan county,67,2,Conservative,27,-992,-992,2248,-992,-992.0,cavan county
141,622,1847,chatham,68,1,Liberal Party (Original),63,-992,-992,1145,-992,-992.0,chatham
142,622,1847,cheltenham,69,1,Liberal Party (Original),63,-990,-990,2345,907,0.4709241986274719,gloucestershire
143,622,1847,cheltenham,69,1,Conservative,27,conservatives candidate 2,-990,2345,1019,0.5290758013725281,gloucestershire
144,622,1847,cheltenham,69,1,Conservative,27,conservatives candidate 1,-990,2345,1019,0.5290758013725281,gloucestershire
145,622,1847,"cheshire, northern",70,2,Conservative,27,-992,-992,7188,-992,-992.0,cheshire
146,622,1847,"cheshire, northern",70,2,Liberal Party (Original),63,-992,-992,7188,-992,-992.0,cheshire
147,622,1847,"cheshire, southern",71,2,Conservative,27,conservatives candidate 1,-992,8735,-992,-992.0,cheshire
148,622,1847,"cheshire, southern",71,2,Conservative,27,conservatives candidate 2,-992,8735,-992,-992.0,cheshire
149,622,1847,chester,72,2,Liberal Party (Original),63,liberals candidate 2,-992,2450,-992,-992.0,cheshire
150,622,1847,chester,72,2,Liberal Party (Original),63,liberals candidate 1,-992,2450,-992,-992.0,cheshire
151,622,1847,chichester,73,2,Liberal Party (Original),63,-992,-992,799,-992,-992.0,chichester
152,622,1847,chichester,73,2,Conservative,27,-992,-992,799,-992,-992.0,chichester
153,622,1847,chippenham,74,2,Conservative,27,conservatives candidate 2,-992,303,-992,-992.0,chippenham
154,622,1847,chippenham,74,2,Conservative,27,conservatives candidate 1,-992,303,-992,-992.0,chippenham
155,622,1847,christchurch,75,1,Conservative,27,-992,-992,301,-992,-992.0,christchurch
156,622,1847,cirenchester,76,2,Conservative,27,conservatives candidate 1,-992,485,-992,-992.0,cirenchester
157,622,1847,cirenchester,76,2,Conservative,27,conservatives candidate 2,-992,485,-992,-992.0,cirenchester
158,622,1847,city of london,77,4,Liberal Party (Original),63,liberals candidate 4,-990,20057,28191,0.5643392205238342,city of london
159,622,1847,city of london,77,4,Liberal Party (Original),63,liberals candidate 2,-990,20057,28191,0.5643392205238342,city of london
160,622,1847,city of london,77,4,Conservative,27,conservatives candidate 1,-990,20057,21763,0.4356608092784882,city of london
161,622,1847,city of london,77,4,Liberal Party (Original),63,liberals candidate 5,-990,20057,28191,0.5643392205238342,city of london
162,622,1847,city of london,77,4,Conservative,27,conservatives candidate 3,-990,20057,21763,0.4356608092784882,city of london
163,622,1847,city of london,77,4,Conservative,27,conservatives candidate 4,-990,20057,21763,0.4356608092784882,city of london
164,622,1847,city of london,77,4,Conservative,27,conservatives candidate 2,-990,20057,21763,0.4356608092784882,city of london
165,622,1847,city of london,77,4,Liberal Party (Original),63,liberals candidate 1,-990,20057,28191,0.5643392205238342,city of london
166,622,1847,city of london,77,4,Liberal Party (Original),63,liberals candidate 3,-990,20057,28191,0.5643392205238342,city of london
167,622,1847,clackmannanshire and kinross-shir,78,1,Liberal Party (Original),63,-992,-992,1373,-992,-992.0,clackmannanshire and kinross-shir
168,622,1847,clare county,79,2,Conservative,27,conservatives candidate 1,-990,2518,1204,0.4794902503490448,clare county
169,622,1847,clare county,79,2,Repealers,114,repealers candidate 1,-990,2518,1307,0.5205097794532776,clare county
170,622,1847,clare county,79,2,Repealers,114,repealers candidate 2,-990,2518,1307,0.5205097794532776,clare county
171,622,1847,clare county,79,2,Conservative,27,conservatives candidate 2,-990,2518,1204,0.4794902503490448,clare county
172,622,1847,clitheroe,80,1,Liberal Party (Original),63,-992,-992,504,-992,-992.0,clitheroe
173,622,1847,clonmel,81,1,Repealers,114,-992,-992,521,-992,-992.0,tipperary county
174,622,1847,cockermouth,82,2,Liberal Party (Original),63,liberals candidate 2,-992,319,-992,-992.0,cockermouth
175,622,1847,cockermouth,82,2,Liberal Party (Original),63,liberals candidate 1,-992,319,-992,-992.0,cockermouth
176,622,1847,colchester,83,2,Liberal Party (Original),63,-990,-990,1258,596,0.3301939070224762,essex
177,622,1847,colchester,83,2,Conservative,27,conservatives candidate 1,-990,1258,1209,0.6698061227798462,essex
178,622,1847,colchester,83,2,Conservative,27,conservatives candidate 2,-990,1258,1209,0.6698061227798462,essex
179,622,1847,coleraine,84,1,Conservative,27,-990,-990,207,60,0.3409090936183929,londonderry county
180,622,1847,coleraine,84,1,Peelites,101,-990,-990,207,116,0.6590909361839294,londonderry county
181,622,1847,cork city,85,2,Repealers,114,repealers candidate 2,-990,4322,2645,1.0,cork city
182,622,1847,cork city,85,2,Repealers,114,repealers candidate 3,-990,4322,2645,1.0,cork city
183,622,1847,cork city,85,2,Repealers,114,repealers candidate 1,-990,4322,2645,1.0,cork city
184,622,1847,cork county,86,2,Repealers,114,repealers candidate 1,-992,3835,-992,-992.0,cork county
185,622,1847,cork county,86,2,Repealers,114,repealers candidate 2,-992,3835,-992,-992.0,cork county
186,622,1847,"cornwall, eastern",87,2,Liberal Party (Original),63,-992,-992,6270,-992,-992.0,cornwall
187,622,1847,"cornwall, eastern",87,2,Conservative,27,-992,-992,6270,-992,-992.0,cornwall
188,622,1847,"cornwall, western",88,2,Liberal Party (Original),63,liberals candidate 1,-992,5259,-992,-992.0,cornwall
189,622,1847,"cornwall, western",88,2,Liberal Party (Original),63,liberals candidate 2,-992,5259,-992,-992.0,cornwall
190,622,1847,coventry,89,2,Liberal Party (Original),63,liberals candidate 1,-990,4043,4534,0.7210559844970703,warwickshire
191,622,1847,coventry,89,2,Liberal Party (Original),63,liberals candidate 2,-990,4043,4534,0.7210559844970703,warwickshire
192,622,1847,coventry,89,2,Conservative,27,-990,-990,4043,1754,0.2789440155029297,warwickshire
193,622,1847,cricklade,90,2,Conservative,27,conservatives candidate 2,-992,1659,-992,-992.0,cricklade
194,622,1847,cricklade,90,2,Conservative,27,conservatives candidate 1,-992,1659,-992,-992.0,cricklade
195,622,1847,"cumberland, eastern",91,2,Liberal Party (Original),63,liberals candidate 1,-992,5348,-992,-992.0,cumberland
196,622,1847,"cumberland, eastern",91,2,Liberal Party (Original),63,liberals candidate 2,-992,5348,-992,-992.0,cumberland
197,622,1847,"cumberland, western",92,2,Conservative,27,conservatives candidate 1,-992,4042,-992,-992.0,cumberland
198,622,1847,"cumberland, western",92,2,Conservative,27,conservatives candidate 2,-992,4042,-992,-992.0,cumberland
199,622,1847,dartmouth,93,1,Liberal Party (Original),63,-992,-992,376,-992,-992.0,dartmouth
200,622,1847,denbigh district of boroughs,94,1,Conservative,27,-992,-992,841,-992,-992.0,denbighshire
201,622,1847,denbigshire,95,2,Liberal Party (Original),63,-990,-990,3939,1394,0.2799758911132813,denbighshire
202,622,1847,denbigshire,95,2,Conservative,27,conservatives candidate 2,-990,3939,3585,0.7200241088867188,denbighshire
203,622,1847,denbigshire,95,2,Conservative,27,conservatives candidate 1,-990,3939,3585,0.7200241088867188,denbighshire
204,622,1847,derby,96,2,Liberal Party (Original),63,liberals candidate 2,-990,2177,1733,0.6258577108383179,derbyshire
205,622,1847,derby,96,2,Liberal Party (Original),63,liberals candidate 1,-990,2177,1733,0.6258577108383179,derbyshire
206,622,1847,derby,96,2,Conservative,27,-990,-990,2177,820,0.2961357831954956,derbyshire
207,622,1847,derby,96,2,Chartists,16,-990,-990,2177,216,0.07800649851560593,derbyshire
208,622,1847,"derbyshire, northern",97,2,Liberal Party (Original),63,liberals candidate 2,-992,5601,-992,-992.0,derbyshire
209,622,1847,"derbyshire, northern",97,2,Liberal Party (Original),63,liberals candidate 1,-992,5601,-992,-992.0,derbyshire
210,622,1847,"derbyshire, southern",98,2,Conservative,27,conservatives candidate 1,-992,7272,-992,-992.0,derbyshire
211,622,1847,"derbyshire, southern",98,2,Conservative,27,conservatives candidate 2,-992,7272,-992,-992.0,derbyshire
212,622,1847,devizes,99,2,Conservative,27,conservatives candidate 2,-992,389,-992,-992.0,wiltshire
213,622,1847,devizes,99,2,Conservative,27,conservatives candidate 1,-992,389,-992,-992.0,wiltshire
214,622,1847,"devon, northern",100,2,Conservative,27,conservatives candidate 1,-992,8597,-992,-992.0,devonshire
215,622,1847,"devon, northern",100,2,Conservative,27,conservatives candidate 2,-992,8597,-992,-992.0,devonshire
216,622,1847,"devon, southern",101,2,Conservative,27,conservatives candidate 2,-992,10411,-992,-992.0,devonshire
217,622,1847,"devon, southern",101,2,Conservative,27,conservatives candidate 1,-992,10411,-992,-992.0,devonshire
218,622,1847,devonport,102,2,Liberal Party (Original),63,liberals candidate 2,-990,2343,2158,0.7193333506584167,devonshire
219,622,1847,devonport,102,2,Conservative,27,-990,-990,2343,842,0.2806666791439056,devonshire
220,622,1847,devonport,102,2,Liberal Party (Original),63,liberals candidate 1,-990,2343,2158,0.7193333506584167,devonshire
221,622,1847,donegal county,103,2,Conservative,27,conservatives candidate 2,-992,1448,-992,-992.0,donegal county
222,622,1847,donegal county,103,2,Conservative,27,conservatives candidate 1,-992,1448,-992,-992.0,donegal county
223,622,1847,dorchester,104,2,Conservative,27,conservatives candidate 1,-992,405,-992,-992.0,dorset
224,622,1847,dorchester,104,2,Conservative,27,conservatives candidate 2,-992,405,-992,-992.0,dorset
225,622,1847,dorset,105,3,Conservative,27,conservatives candidate 3,-992,6275,-992,-992.0,dorset
226,622,1847,dorset,105,3,Conservative,27,conservatives candidate 2,-992,6275,-992,-992.0,dorset
227,622,1847,dorset,105,3,Conservative,27,conservatives candidate 1,-992,6275,-992,-992.0,dorset
228,622,1847,dover,106,2,Conservative,27,conservatives candidate 1,-990,2060,1829,0.6235935688018799,kent
229,622,1847,dover,106,2,Conservative,27,conservatives candidate 2,-990,2060,1829,0.6235935688018799,kent
230,622,1847,dover,106,2,Liberal Party (Original),63,-990,-990,2060,1104,0.3764064013957977,kent
231,622,1847,down county,107,2,Conservative,27,conservatives candidate 1,-992,3130,-992,-992.0,down county
232,622,1847,down county,107,2,Conservative,27,conservatives candidate 2,-992,3130,-992,-992.0,down county
233,622,1847,downpatrick,108,1,Peelites,101,-992,-992,517,-992,-992.0,down county
234,622,1847,drogheda,109,1,Liberal Party (Original),63,-990,-990,560,155,0.5048859715461731,"in the province of leinster , and between counties meath and  louth"
235,622,1847,drogheda,109,1,Repealers,114,-990,-990,560,152,0.4951139986515045,"in the province of leinster , and between counties meath and  louth"
236,622,1847,droitwich,110,1,Conservative,27,-992,-992,346,-992,-992.0,droitwich
237,622,1847,dublin city,111,2,Repealers,114,-990,-990,7008,3229,0.3326465487480164,dublin city
238,622,1847,dublin city,111,2,Peelites,101,-990,-990,7008,3125,0.3219326138496399,dublin city
239,622,1847,dublin city,111,2,Conservative,27,-990,-990,7008,3353,0.3454208374023438,dublin city
240,622,1847,dublin county,112,2,Conservative,27,conservatives candidate 1,-992,2025,-992,-992.0,dublin county
241,622,1847,dublin county,112,2,Conservative,27,conservatives candidate 2,-992,2025,-992,-992.0,dublin county
242,622,1847,dublin university,113,2,Conservative,27,conservatives candidate 2,-990,2073,1850,0.8318345546722412,dublin university
243,622,1847,dublin university,113,2,Conservative,27,conservatives candidate 3,-990,2073,1850,0.8318345546722412,dublin university
244,622,1847,dublin university,113,2,Liberal Party (Original),63,-990,-990,2073,374,0.16816546022892,dublin university
245,622,1847,dublin university,113,2,Conservative,27,conservatives candidate 1,-990,2073,1850,0.8318345546722412,dublin university
246,622,1847,dudley,114,1,Conservative,27,-992,-992,791,-992,-992.0,dudley
247,622,1847,dumfries district of burghs,115,1,Liberal Party (Original),63,-992,-992,892,-992,-992.0,dumfries district of burghs
248,622,1847,dumfriesshire,116,1,Conservative,27,-992,-992,2485,-992,-992.0,dumfriesshire
249,622,1847,dunbartonshire,117,1,Conservative,27,-990,-990,1288,536,0.6457831263542175,dunbartonshire
250,622,1847,dunbartonshire,117,1,Liberal Party (Original),63,-990,-990,1288,294,0.3542168736457825,dunbartonshire
251,622,1847,dundalk,118,1,Repealers,114,-990,-990,318,124,0.5061224699020386,louth county
252,622,1847,dundalk,118,1,Liberal Party (Original),63,-990,-990,318,121,0.4938775599002838,louth county
253,622,1847,dundee,119,1,Liberal Party (Original),63,-992,-992,2635,-992,-992.0,forfarshire
254,622,1847,dungannon,120,1,Peelites,101,-992,-992,154,-992,-992.0,dungannon
255,622,1847,durgavan,121,1,Liberal Party (Original),63,-990,-990,677,151,0.5279720425605774,durgavan
256,622,1847,durgavan,121,1,Repealers,114,-990,-990,677,135,0.4720279574394226,durgavan
257,622,1847,durham,122,2,Liberal Party (Original),63,liberals candidate 1,-990,1161,1114,0.7122762203216553,durham
258,622,1847,durham,122,2,Liberal Party (Original),63,liberals candidate 2,-990,1161,1114,0.7122762203216553,durham
259,622,1847,durham,122,2,Conservative,27,-990,-990,1161,450,0.2877237796783447,durham
