,id,yr,cst_n,sub,cst,mag,pty_n,pty,can,vot1,pev1,pv1,pvs1,can,cvs1,press_county,geolocated_county
22,622,1847,aylesbury,england - provincial boroughs,14,2,Conservative,27,conservatives candidate 2,-990,1513,1233,0.6654074192047119,conservatives candidate 2,0.2946573197841644,buckinghamshire,
23,622,1847,ayr district of burghs,scotland - burghs,15,1,Liberal Party (Original),63,-992,-992,1051,-992,-992.0,-992,-992.0,ayr district of burghs,Ayrshire
24,622,1847,ayrshire,scotland - counties,16,1,Conservative,27,-992,-992,4305,-992,-992.0,-992,-992.0,ayrshire,Ayrshire
25,622,1847,banbury,england - provincial boroughs,17,1,Conservative,27,-990,-990,465,164,0.4205128252506256,-990,0.4205128252506256,oxfordshire,
26,622,1847,banbury,england - provincial boroughs,17,1,Liberal Party (Original),63,-990,-990,465,226,0.5794872045516968,-990,0.5794872045516968,oxfordshire,
27,622,1847,bandon,ireland,18,1,Conservative,27,-992,-992,266,-992,-992.0,-992,-992.0,bandon,Surrey
28,622,1847,banffshire,scotland - counties,19,1,Liberal Party (Original),63,-992,-992,833,-992,-992.0,-992,-992.0,banffshire,Banffshire
29,622,1847,barnstable,england - provincial boroughs,20,2,Conservative,27,conservatives candidate 1,-990,781,820,0.6743420958518982,conservatives candidate 1,0.3815789520740509,barnstable,Gloucestershire
30,622,1847,barnstable,england - provincial boroughs,20,2,Conservative,27,conservatives candidate 2,-990,781,820,0.6743420958518982,conservatives candidate 2,0.2927631437778473,barnstable,Gloucestershire
31,622,1847,barnstable,england - provincial boroughs,20,2,Liberal Party (Original),63,-990,-990,781,396,0.3256579041481018,-990,0.3256579041481018,barnstable,Gloucestershire
32,622,1847,bath,england - provincial boroughs,21,2,Liberal Party (Original),63,liberals candidate 2,-990,2825,2321,0.6449013352394104,liberals candidate 2,0.3036954700946808,somersetshire,
33,622,1847,bath,england - provincial boroughs,21,2,Liberal Party (Original),63,liberals candidate 1,-990,2825,2321,0.6449013352394104,liberals candidate 1,0.341205894947052,somersetshire,
34,622,1847,bath,england - provincial boroughs,21,2,Conservative,27,-990,-990,2825,1278,0.3550986349582672,-990,0.3550986349582672,somersetshire,
35,622,1847,beaumaris district of boroughs,wales and monmouthshire - boroughs,22,1,Liberal Party (Original),63,-992,-992,335,-992,-992.0,-992,-992.0,beaumaris district of boroughs,Anglesey
36,622,1847,bedford,england - provincial boroughs,23,2,Conservative,27,conservatives candidate 1,-990,1073,824,0.6452623605728149,conservatives candidate 1,0.3382928669452667,bedfordshire,
37,622,1847,bedford,england - provincial boroughs,23,2,Liberal Party (Original),63,-990,-990,1073,453,0.3547376692295074,-990,0.3547376692295074,bedfordshire,
38,622,1847,bedford,england - provincial boroughs,23,2,Conservative,27,conservatives candidate 2,-990,1073,824,0.6452623605728149,conservatives candidate 2,0.3069694638252258,bedfordshire,
39,622,1847,bedfordshire,england - counties,24,2,Conservative,27,-992,-992,4339,-992,-992.0,-992,-992.0,bedfordshire,Bedfordshire
40,622,1847,bedfordshire,england - counties,24,2,Liberal Party (Original),63,-992,-992,4339,-992,-992.0,-992,-992.0,bedfordshire,Bedfordshire
41,622,1847,belfast,ireland,25,2,Liberal Party (Original),63,-990,-990,1659,929,0.3928118348121643,-990,0.3928118348121643,antrim county,
42,622,1847,belfast,ireland,25,2,Peelites,101,-990,-990,1659,747,0.3158562481403351,-990,0.3158562481403351,antrim county,
43,622,1847,belfast,ireland,25,2,Conservative,27,-990,-990,1659,689,0.2913319170475006,-990,0.2913319170475006,antrim county,
44,622,1847,berkshire,england - counties,26,3,Conservative,27,conservatives candidate 1,-992,5241,-992,-992.0,conservatives candidate 1,-992.0,berkshire,Berkshire
45,622,1847,berkshire,england - counties,26,3,Conservative,27,conservatives candidate 2,-992,5241,-992,-992.0,conservatives candidate 2,-992.0,berkshire,Berkshire
46,622,1847,berkshire,england - counties,26,3,Liberal Party (Original),63,-992,-992,5241,-992,-992.0,-992,-992.0,berkshire,Berkshire
47,622,1847,berwick-upon-tweed,england - provincial boroughs,27,2,Conservative,27,conservatives candidate 1,-990,888,614,0.5591985583305359,conservatives candidate 1,0.4216757714748383,berwick-upon-tweed,Northumberland
48,622,1847,berwick-upon-tweed,england - provincial boroughs,27,2,Conservative,27,conservatives candidate 2,-990,888,614,0.5591985583305359,conservatives candidate 2,0.1375227719545364,berwick-upon-tweed,Northumberland
49,622,1847,berwick-upon-tweed,england - provincial boroughs,27,2,Liberal Party (Original),63,-990,-990,888,484,0.4408014714717865,-990,0.4408014714717865,berwick-upon-tweed,Northumberland
50,622,1847,berwickshre,scotland - counties,28,1,Conservative,27,-992,-992,1238,-992,-992.0,-992,-992.0,berwickshre,Berwickshire
51,622,1847,beverley,england - provincial boroughs,29,2,Liberal Party (Original),63,liberals candidate 2,-990,1357,800,0.5961251854896545,liberals candidate 2,0.1915052235126495,beverley,Yorkshire
52,622,1847,beverley,england - provincial boroughs,29,2,Conservative,27,-990,-990,1357,542,0.4038748145103455,-990,0.4038748145103455,beverley,Yorkshire
53,622,1847,beverley,england - provincial boroughs,29,2,Liberal Party (Original),63,liberals candidate 1,-990,1357,800,0.5961251854896545,liberals candidate 1,0.404619961977005,beverley,Yorkshire
54,622,1847,bewdley,england - provincial boroughs,30,1,Liberal Party (Original),63,-990,-990,379,158,0.4968553483486176,-990,0.4968553483486176,bewdley,Worcestershire
55,622,1847,bewdley,england - provincial boroughs,30,1,Conservative,27,-990,-990,379,160,0.5031446814537048,-990,0.5031446814537048,bewdley,Worcestershire
56,622,1847,birmingham,england - provincial boroughs,31,2,Conservative,27,-990,-990,7081,2302,0.2861404716968536,-990,0.2861404716968536,warwickshire,
57,622,1847,birmingham,england - provincial boroughs,31,2,Liberal Party (Original),63,liberals candidate 1,-990,7081,5743,0.7138595581054688,liberals candidate 1,0.3517712950706482,warwickshire,
58,622,1847,birmingham,england - provincial boroughs,31,2,Liberal Party (Original),63,liberals candidate 3,-990,7081,5743,0.7138595581054688,liberals candidate 3,0.01106277201324701,warwickshire,
59,622,1847,birmingham,england - provincial boroughs,31,2,Liberal Party (Original),63,liberals candidate 2,-990,7081,5743,0.7138595581054688,liberals candidate 2,0.3510254919528961,warwickshire,
60,622,1847,blackburn,england - provincial boroughs,32,2,Chartists,16,-990,-990,1121,68,0.03992953523993492,-990,0.03992953523993492,lancashire,
61,622,1847,blackburn,england - provincial boroughs,32,2,Liberal Party (Original),63,liberals candidate 2,-990,1121,994,0.5836758613586426,liberals candidate 2,0.2301820367574692,lancashire,
62,622,1847,blackburn,england - provincial boroughs,32,2,Liberal Party (Original),63,liberals candidate 1,-990,1121,994,0.5836758613586426,liberals candidate 1,0.3534938395023346,lancashire,
63,622,1847,blackburn,england - provincial boroughs,32,2,Conservative,27,-990,-990,1121,641,0.3763945996761322,-990,0.3763945996761322,lancashire,
64,622,1847,bodmin,england - provincial boroughs,33,2,Liberal Party (Original),63,liberals candidate 2,-990,401,556,0.8261515498161316,liberals candidate 2,0.3848439753055573,bodmin,Cornwall
65,622,1847,bodmin,england - provincial boroughs,33,2,Conservative,27,-990,-990,401,117,0.1738484352827072,-990,0.1738484352827072,bodmin,Cornwall
66,622,1847,bodmin,england - provincial boroughs,33,2,Liberal Party (Original),63,liberals candidate 1,-990,401,556,0.8261515498161316,liberals candidate 1,0.4413075745105743,bodmin,Cornwall
67,622,1847,bolton,england - provincial boroughs,34,2,Conservative,27,-990,-990,1479,714,0.3550472259521484,-990,0.3550472259521484,lancashire,
68,622,1847,bolton,england - provincial boroughs,34,2,Liberal Party (Original),63,liberals candidate 2,-990,1479,1297,0.6449527740478516,liberals candidate 2,0.3207359611988068,lancashire,
69,622,1847,bolton,england - provincial boroughs,34,2,Liberal Party (Original),63,liberals candidate 1,-990,1479,1297,0.6449527740478516,liberals candidate 1,0.3242168128490448,lancashire,
70,622,1847,boston,england - provincial boroughs,35,2,Liberal Party (Original),63,liberals candidate 1,-990,1083,929,0.665949821472168,liberals candidate 1,0.4229390621185303,lincolnshire,
71,622,1847,boston,england - provincial boroughs,35,2,Liberal Party (Original),63,liberals candidate 2,-990,1083,929,0.665949821472168,liberals candidate 2,0.2430107593536377,lincolnshire,
72,622,1847,boston,england - provincial boroughs,35,2,Conservative,27,-990,-990,1083,466,0.334050178527832,-990,0.334050178527832,lincolnshire,
73,622,1847,bradford,england - provincial boroughs,36,2,Conservative,27,conservatives candidate 2,-990,2083,1672,0.4729844331741333,conservatives candidate 2,0.229702964425087,yorkshire,
74,622,1847,bradford,england - provincial boroughs,36,2,Liberal Party (Original),63,liberals candidate 1,-990,2083,1863,0.5270155668258667,liberals candidate 1,0.2650636434555054,yorkshire,
75,622,1847,bradford,england - provincial boroughs,36,2,Conservative,27,conservatives candidate 1,-990,2083,1672,0.4729844331741333,conservatives candidate 1,0.2432814687490463,yorkshire,
76,622,1847,bradford,england - provincial boroughs,36,2,Liberal Party (Original),63,liberals candidate 2,-990,2083,1863,0.5270155668258667,liberals candidate 2,0.2619519233703613,yorkshire,
77,622,1847,brecon,wales and monmouthshire - boroughs,37,1,Liberal Party (Original),63,-992,-992,304,-992,-992.0,-992,-992.0,breconshire,
78,622,1847,breconshire,wales and monmouthshire - counties,38,1,Conservative,27,-992,-992,2548,-992,-992.0,-992,-992.0,breconshire,Nottinghamshire
79,622,1847,bridgnorth,england - provincial boroughs,39,2,Conservative,27,conservatives candidate 1,-990,838,999,0.7307973504066467,conservatives candidate 1,0.4469641447067261,bridgnorth,Shropshire
80,622,1847,bridgnorth,england - provincial boroughs,39,2,Conservative,27,conservatives candidate 2,-990,838,999,0.7307973504066467,conservatives candidate 2,0.2838332056999207,bridgnorth,Shropshire
81,622,1847,bridgnorth,england - provincial boroughs,39,2,Liberal Party (Original),63,-990,-990,838,368,0.2692026197910309,-990,0.2692026197910309,bridgnorth,Shropshire
82,622,1847,bridgwater,england - provincial boroughs,40,2,Liberal Party (Original),63,liberals candidate 1,-990,529,591,0.6904205679893494,liberals candidate 1,0.461448609828949,somersetshire,
83,622,1847,bridgwater,england - provincial boroughs,40,2,Conservative,27,-990,-990,529,265,0.3095794320106506,-990,0.3095794320106506,somersetshire,
84,622,1847,bridgwater,england - provincial boroughs,40,2,Liberal Party (Original),63,liberals candidate 2,-990,529,591,0.6904205679893494,liberals candidate 2,0.2289719581604004,somersetshire,
85,622,1847,bridport,england - provincial boroughs,41,2,Liberal Party (Original),63,liberals candidate 2,-990,663,489,0.6301546096801758,liberals candidate 2,0.2860824763774872,bridport,Dorset
86,622,1847,bridport,england - provincial boroughs,41,2,Conservative,27,conservatives candidate 2,-990,663,287,0.3698453605175018,conservatives candidate 2,0.01417525764554739,bridport,Dorset
87,622,1847,bridport,england - provincial boroughs,41,2,Liberal Party (Original),63,liberals candidate 1,-990,663,489,0.6301546096801758,liberals candidate 1,0.344072163105011,bridport,Dorset
88,622,1847,bridport,england - provincial boroughs,41,2,Conservative,27,conservatives candidate 1,-990,663,287,0.3698453605175018,conservatives candidate 1,0.3556700944900513,bridport,Dorset
89,622,1847,brighton,england - provincial boroughs,42,2,Conservative,27,-990,-990,2776,1239,0.3352272808551788,-990,0.3352272808551788,sussex,
90,622,1847,brighton,england - provincial boroughs,42,2,Liberal Party (Original),63,liberals candidate 2,-990,2776,2457,0.6647727489471436,liberals candidate 2,0.2397186160087585,sussex,
91,622,1847,brighton,england - provincial boroughs,42,2,Liberal Party (Original),63,liberals candidate 1,-990,2776,2457,0.6647727489471436,liberals candidate 1,0.4250541031360626,sussex,
92,622,1847,bristol,england - provincial boroughs,43,2,Liberal Party (Original),63,liberals candidate 1,-990,11032,4552,0.4730333685874939,liberals candidate 1,0.4552634358406067,gloucestershire,
93,622,1847,bristol,england - provincial boroughs,43,2,Conservative,27,conservatives candidate 1,-990,11032,5071,0.5269666314125061,conservatives candidate 1,0.2696664333343506,gloucestershire,
94,622,1847,bristol,england - provincial boroughs,43,2,Conservative,27,conservatives candidate 2,-990,11032,5071,0.5269666314125061,conservatives candidate 2,0.2573002278804779,gloucestershire,
95,622,1847,bristol,england - provincial boroughs,43,2,Liberal Party (Original),63,liberals candidate 2,-990,11032,4552,0.4730333685874939,liberals candidate 2,0.01776992529630661,gloucestershire,
96,622,1847,buckingham,england - provincial boroughs,44,2,Conservative,27,conservatives candidate 2,-992,388,-992,-992.0,conservatives candidate 2,-992.0,buckingham,Buckinghamshire
97,622,1847,buckingham,england - provincial boroughs,44,2,Conservative,27,conservatives candidate 1,-992,388,-992,-992.0,conservatives candidate 1,-992.0,buckingham,Buckinghamshire
98,622,1847,buckinghamshire,england - counties,45,3,Conservative,27,conservatives candidate 2,-992,5798,-992,-992.0,conservatives candidate 2,-992.0,buckinghamshire,Buckinghamshire
99,622,1847,buckinghamshire,england - counties,45,3,Conservative,27,conservatives candidate 1,-992,5798,-992,-992.0,conservatives candidate 1,-992.0,buckinghamshire,Buckinghamshire
100,622,1847,buckinghamshire,england - counties,45,3,Liberal Party (Original),63,-992,-992,5798,-992,-992.0,-992,-992.0,buckinghamshire,Buckinghamshire
101,622,1847,bury,england - provincial boroughs,46,1,Liberal Party (Original),63,-992,-992,868,-992,-992.0,-992,-992.0,bury,Lancashire
102,622,1847,bury st. edmunds,england - provincial boroughs,47,2,Conservative,27,conservatives candidate 2,-990,751,654,0.6666666865348816,conservatives candidate 2,0.269113153219223,suffolk,
103,622,1847,bury st. edmunds,england - provincial boroughs,47,2,Conservative,27,conservatives candidate 1,-990,751,654,0.6666666865348816,conservatives candidate 1,0.3975535035133362,suffolk,
104,622,1847,bury st. edmunds,england - provincial boroughs,47,2,Liberal Party (Original),63,-990,-990,751,327,0.3333333432674408,-990,0.3333333432674408,suffolk,
105,622,1847,bute,scotland - counties,48,1,Conservative,27,-992,-992,410,-992,-992.0,-992,-992.0,isle of bute,
106,622,1847,caernarvon district of boroughs,wales and monmouthshire - boroughs,49,1,Conservative,27,-992,-992,888,-992,-992.0,-992,-992.0,caernarvon district of boroughs,Caernarfonshire
107,622,1847,caernarvonshire,wales and monmouthshire - counties,50,1,Conservative,27,-992,-992,2117,-992,-992.0,-992,-992.0,caernarvonshire,Caernarfonshire
108,622,1847,caithness,scotland - counties,51,1,Liberal Party (Original),63,-992,-992,571,-992,-992.0,-992,-992.0,caithness,Caithness
109,622,1847,calne,england - provincial boroughs,52,1,Liberal Party (Original),63,-992,-992,154,-992,-992.0,-992,-992.0,calne,Wiltshire
110,622,1847,cambridge,england - provincial boroughs,53,2,Conservative,27,-990,-990,1834,465,0.2321517765522003,-990,0.2321517765522003,cambridge,Cambridgeshire
111,622,1847,cambridge,england - provincial boroughs,53,2,Liberal Party (Original),63,liberals candidate 2,-990,1834,1538,0.7678482532501221,liberals candidate 2,0.3629555702209473,cambridge,Cambridgeshire
112,622,1847,cambridge,england - provincial boroughs,53,2,Liberal Party (Original),63,liberals candidate 1,-990,1834,1538,0.7678482532501221,liberals candidate 1,0.4048926532268524,cambridge,Cambridgeshire
117,622,1847,cambridgeshire,england - counties,55,3,Liberal Party (Original),63,-992,-992,7175,-992,-992.0,-992,-992.0,cambridgeshire,Cambridgeshire
118,622,1847,cambridgeshire,england - counties,55,3,Conservative,27,conservatives candidate 2,-992,7175,-992,-992.0,conservatives candidate 2,-992.0,cambridgeshire,Cambridgeshire
119,622,1847,cambridgeshire,england - counties,55,3,Conservative,27,conservatives candidate 1,-992,7175,-992,-992.0,conservatives candidate 1,-992.0,cambridgeshire,Cambridgeshire
120,622,1847,canterbury,england - provincial boroughs,56,2,Conservative,27,conservatives candidate 3,-990,2010,2066,0.7188587188720703,conservatives candidate 3,0.2230340987443924,kent,
121,622,1847,canterbury,england - provincial boroughs,56,2,Liberal Party (Original),63,-990,-990,2010,808,0.2811412811279297,-990,0.2811412811279297,kent,
122,622,1847,canterbury,england - provincial boroughs,56,2,Conservative,27,conservatives candidate 1,-990,2010,2066,0.7188587188720703,conservatives candidate 1,0.2720946371555328,kent,
123,622,1847,canterbury,england - provincial boroughs,56,2,Conservative,27,conservatives candidate 2,-990,2010,2066,0.7188587188720703,conservatives candidate 2,0.2237299978733063,kent,
124,622,1847,cardiff district of boroughs,wales and monmouthshire - boroughs,57,1,Conservative,27,-992,-992,797,-992,-992.0,-992,-992.0,cardiff district of boroughs,Glamorgan
125,622,1847,cardigan district of boroughs,wales and monmouthshire - boroughs,58,1,Liberal Party (Original),63,-992,-992,761,-992,-992.0,-992,-992.0,cardigan district of boroughs,Pembrokeshire
126,622,1847,cardiganshire,wales and monmouthshire - counties,59,1,Conservative,27,-992,-992,2278,-992,-992.0,-992,-992.0,cardiganshire,Cardiganshire
127,622,1847,carlisle,england - provincial boroughs,60,2,Conservative,27,-990,-990,1054,471,0.3388489186763763,-990,0.3388489186763763,cumberland,
128,622,1847,carlisle,england - provincial boroughs,60,2,Liberal Party (Original),63,liberals candidate 1,-990,1054,919,0.6611510515213013,liberals candidate 1,0.3446043133735657,cumberland,
129,622,1847,carlisle,england - provincial boroughs,60,2,Liberal Party (Original),63,liberals candidate 2,-990,1054,919,0.6611510515213013,liberals candidate 2,0.316546767950058,cumberland,
132,622,1847,carmarthen district of boroughs,wales and monmouthshire - boroughs,62,1,Liberal Party (Original),63,-992,-992,991,-992,-992.0,-992,-992.0,carmarthen district of boroughs,Carmarthenshire
133,622,1847,carmarthenshire,wales and monmouthshire - counties,63,2,Conservative,27,conservatives candidate 2,-992,5261,-992,-992.0,conservatives candidate 2,-992.0,carmarthenshire,Carmarthenshire
134,622,1847,carmarthenshire,wales and monmouthshire - counties,63,2,Conservative,27,conservatives candidate 1,-992,5261,-992,-992.0,conservatives candidate 1,-992.0,carmarthenshire,Carmarthenshire
135,622,1847,carow,ireland,64,1,Liberal Party (Original),63,liberals candidate 1,-990,278,265,1.0,liberals candidate 1,0.6188679337501526,carow,Eire
136,622,1847,carow,ireland,64,1,Liberal Party (Original),63,liberals candidate 2,-990,278,265,1.0,liberals candidate 2,0.3811320662498474,carow,Eire
137,622,1847,carrickfergus,ireland,65,1,Conservative,27,-992,-992,1024,-992,-992.0,-992,-992.0,carrickfergus,Antrim
138,622,1847,cashel,ireland,66,1,Repealers,114,-992,-992,277,-992,-992.0,-992,-992.0,cashel,Stirlingshire
141,622,1847,chatham,england - provincial boroughs,68,1,Liberal Party (Original),63,-992,-992,1145,-992,-992.0,-992,-992.0,chatham,Kent
142,622,1847,cheltenham,england - provincial boroughs,69,1,Liberal Party (Original),63,-990,-990,2345,907,0.4709241986274719,-990,0.4709241986274719,gloucestershire,
143,622,1847,cheltenham,england - provincial boroughs,69,1,Conservative,27,conservatives candidate 2,-990,2345,1019,0.5290758013725281,conservatives candidate 2,0.002076843287795782,gloucestershire,
144,622,1847,cheltenham,england - provincial boroughs,69,1,Conservative,27,conservatives candidate 1,-990,2345,1019,0.5290758013725281,conservatives candidate 1,0.5269989371299744,gloucestershire,
145,622,1847,"cheshire, northern",england - counties,70,2,Conservative,27,-992,-992,7188,-992,-992.0,-992,-992.0,"cheshire, northern",Cheshire
146,622,1847,"cheshire, northern",england - counties,70,2,Liberal Party (Original),63,-992,-992,7188,-992,-992.0,-992,-992.0,"cheshire, northern",Cheshire
147,622,1847,"cheshire, southern",england - counties,71,2,Conservative,27,conservatives candidate 1,-992,8735,-992,-992.0,conservatives candidate 1,-992.0,"cheshire, southern",Cheshire
148,622,1847,"cheshire, southern",england - counties,71,2,Conservative,27,conservatives candidate 2,-992,8735,-992,-992.0,conservatives candidate 2,-992.0,"cheshire, southern",Cheshire
149,622,1847,chester,england - provincial boroughs,72,2,Liberal Party (Original),63,liberals candidate 2,-992,2450,-992,-992.0,liberals candidate 2,-992.0,cheshire,
150,622,1847,chester,england - provincial boroughs,72,2,Liberal Party (Original),63,liberals candidate 1,-992,2450,-992,-992.0,liberals candidate 1,-992.0,cheshire,
151,622,1847,chichester,england - provincial boroughs,73,2,Liberal Party (Original),63,-992,-992,799,-992,-992.0,-992,-992.0,chichester,Sussex
152,622,1847,chichester,england - provincial boroughs,73,2,Conservative,27,-992,-992,799,-992,-992.0,-992,-992.0,chichester,Sussex
153,622,1847,chippenham,england - provincial boroughs,74,2,Conservative,27,conservatives candidate 2,-992,303,-992,-992.0,conservatives candidate 2,-992.0,chippenham,Wiltshire
154,622,1847,chippenham,england - provincial boroughs,74,2,Conservative,27,conservatives candidate 1,-992,303,-992,-992.0,conservatives candidate 1,-992.0,chippenham,Wiltshire
155,622,1847,christchurch,england - provincial boroughs,75,1,Conservative,27,-992,-992,301,-992,-992.0,-992,-992.0,christchurch,Hampshire
156,622,1847,cirenchester,england - provincial boroughs,76,2,Conservative,27,conservatives candidate 1,-992,485,-992,-992.0,conservatives candidate 1,-992.0,cirenchester,Gloucestershire
157,622,1847,cirenchester,england - provincial boroughs,76,2,Conservative,27,conservatives candidate 2,-992,485,-992,-992.0,conservatives candidate 2,-992.0,cirenchester,Gloucestershire
158,622,1847,city of london,england - london boroughs,77,4,Liberal Party (Original),63,liberals candidate 4,-990,20057,28191,0.5643392205238342,liberals candidate 4,0.1345037370920181,city of london,Middlesex
159,622,1847,city of london,england - london boroughs,77,4,Liberal Party (Original),63,liberals candidate 2,-990,20057,28191,0.5643392205238342,liberals candidate 2,0.1407294720411301,city of london,Middlesex
160,622,1847,city of london,england - london boroughs,77,4,Conservative,27,conservatives candidate 1,-990,20057,21763,0.4356608092784882,conservatives candidate 1,0.1345638036727905,city of london,Middlesex
161,622,1847,city of london,england - london boroughs,77,4,Liberal Party (Original),63,liberals candidate 5,-990,20057,28191,0.5643392205238342,liberals candidate 5,0.01026944816112518,city of london,Middlesex
162,622,1847,city of london,england - london boroughs,77,4,Conservative,27,conservatives candidate 3,-990,20057,21763,0.4356608092784882,conservatives candidate 3,0.1014733538031578,city of london,Middlesex
163,622,1847,city of london,england - london boroughs,77,4,Conservative,27,conservatives candidate 4,-990,20057,21763,0.4356608092784882,conservatives candidate 4,0.09416663646697998,city of london,Middlesex
164,622,1847,city of london,england - london boroughs,77,4,Conservative,27,conservatives candidate 2,-990,20057,21763,0.4356608092784882,conservatives candidate 2,0.1054570227861404,city of london,Middlesex
165,622,1847,city of london,england - london boroughs,77,4,Liberal Party (Original),63,liberals candidate 1,-990,20057,28191,0.5643392205238342,liberals candidate 1,0.1428714394569397,city of london,Middlesex
166,622,1847,city of london,england - london boroughs,77,4,Liberal Party (Original),63,liberals candidate 3,-990,20057,28191,0.5643392205238342,liberals candidate 3,0.1359650939702988,city of london,Middlesex
167,622,1847,clackmannanshire and kinross-shir,scotland - counties,78,1,Liberal Party (Original),63,-992,-992,1373,-992,-992.0,-992,-992.0,clackmannanshire and kinross-shir,
172,622,1847,clitheroe,england - provincial boroughs,80,1,Liberal Party (Original),63,-992,-992,504,-992,-992.0,-992,-992.0,clitheroe,Lancashire
173,622,1847,clonmel,ireland,81,1,Repealers,114,-992,-992,521,-992,-992.0,-992,-992.0,clonmel,Surrey
174,622,1847,cockermouth,england - provincial boroughs,82,2,Liberal Party (Original),63,liberals candidate 2,-992,319,-992,-992.0,liberals candidate 2,-992.0,cockermouth,Cumberland
175,622,1847,cockermouth,england - provincial boroughs,82,2,Liberal Party (Original),63,liberals candidate 1,-992,319,-992,-992.0,liberals candidate 1,-992.0,cockermouth,Cumberland
176,622,1847,colchester,england - provincial boroughs,83,2,Liberal Party (Original),63,-990,-990,1258,596,0.3301939070224762,-990,0.3301939070224762,essex,
177,622,1847,colchester,england - provincial boroughs,83,2,Conservative,27,conservatives candidate 1,-990,1258,1209,0.6698061227798462,conservatives candidate 1,0.3756232559680939,essex,
178,622,1847,colchester,england - provincial boroughs,83,2,Conservative,27,conservatives candidate 2,-990,1258,1209,0.6698061227798462,conservatives candidate 2,0.2941828370094299,essex,
179,622,1847,coleraine,ireland,84,1,Conservative,27,-990,-990,207,60,0.3409090936183929,-990,0.3409090936183929,londonderry county,
180,622,1847,coleraine,ireland,84,1,Peelites,101,-990,-990,207,116,0.6590909361839294,-990,0.6590909361839294,londonderry county,
186,622,1847,"cornwall, eastern",england - counties,87,2,Liberal Party (Original),63,-992,-992,6270,-992,-992.0,-992,-992.0,"cornwall, eastern",Cornwall
187,622,1847,"cornwall, eastern",england - counties,87,2,Conservative,27,-992,-992,6270,-992,-992.0,-992,-992.0,"cornwall, eastern",Cornwall
